https://www.youtube.com/channel/UCsVh2thUc38sdp07mE_Kc0Q , Denis Šemsović , 2023-03-04T10:28 , Pos
https://www.youtube.com/channel/UC4Z1Pl9xbwu0EES8_2DEczA , Zlata Orešković , 2023-03-04T08:30:22 , Dobro jutro draga Valentina 👍 pozdrav od 💕 iz Slavonije 🙋 ugodan vikend
https://www.youtube.com/channel/UCYBroYtwUwQ24xfhOYz2OYw , Durakovic , 2023-03-04T02:53:34 , Vidi isto Prezime imamo 😂
https://www.youtube.com/channel/UCkhUJbKZIZsu1RJx7UsX7nw , Baka Dudina kuhinja , 2023-03-03T22:45:53 , Bravo uvek lajk od srca ❤️
https://www.youtube.com/channel/UCzfrUoy-JC5GC8QHqgdSLsg , Dusanka Vuksanovic , 2023-03-03T22:05:36 , Nemoj rukama dirat ta pera luka jer ga zgnje is cim bude ĺijepo vrijemme okopaj taj ĺuk ďa raste nemoj ga rukama taj pera  g jecis i mazis psa pa diras luk a posle moras oprat ruke
https://www.youtube.com/channel/UCMcSduzJBU1kYMiUH5QckpQ , Danica Krstic , 2023-03-03T20:17:41 , Nek vam je sa srecom .selo je lepo imas bas sve .
https://www.youtube.com/channel/UC4Z1Pl9xbwu0EES8_2DEczA , Zlata Orešković , 2023-03-03T14:34:38 , Pozdrav od 💕 za Valentinu 👍 zivjela i Sretna bila 🙋‍♀️ 🍫☕🍫☕✋
https://www.youtube.com/channel/UC6e6CqeBPJHsFvsawevQOxA , Rabija Durakovic , 2023-03-03T13:51:26 , Bilo bi lijepo da ponekada prihvats savjete onih koji ti napisu u komentaru kao sto je savjet da novu kucicu za Lea ne stavljas pored stare posto on pokszuje ds mu to mjestu iz njemu poznatih razloga ne odgovara. Dobronamjerni pozdrav tebi i gdj.Veri.
https://www.youtube.com/channel/UC6e6CqeBPJHsFvsawevQOxA , Rabija Durakovic , 2023-03-03T13:48:43 , Pohvalila bih te za izrazavanje zahvalnosti visnji koja ti je dsla plodove kao i donatorima koji ti pomszu.
https://www.youtube.com/channel/UC6e6CqeBPJHsFvsawevQOxA , Rabija Durakovic , 2023-03-03T13:47:23 , "Draga Valentina evo jos jednom i nemam vise namjeru ds ti dajem preporuku da izbacis rijeci kao sto su Haos ,  Katastrofa ,  Haos totalni ,  Pakleno leto jer te rijeci proizvode negativne vibracije a univesum uvijek odgovara DA tsko da ce se sve to manifestovati u tvoj zivot. Takodjer upitna recenica koju ponsvljas: &quot; Sta da se radi?&quot;reflektuje tvoju neizvjesnost i neznanje sto je opet negativna vibracija."
https://www.youtube.com/channel/UCUXpgrYJ0YmWlA41RHbFBmg , Milanka Rakonjac , 2023-03-03T12:21:40 , Daje li YouTube penziju ako  radi neko na takav nacin sa njima<br>Ovo sam ozbiljno pitala zbog starosti koja ce doci , 
https://www.youtube.com/channel/UCbXCKj6Af-UdAWVr5tV2Oug , Sandy Sakic , 2023-03-03T04:25:35 , "Pa taj &quot;glupavi Petrovi: nek ide u vodovod pa nek pita. On za to malo donacije uzeo Valentinu u robovlasnistvo. Tacno ,  sto ne dodje ko muskarac da pomogne nego blebece ko neka zla baba." , 
https://www.youtube.com/channel/UCbXCKj6Af-UdAWVr5tV2Oug , Sandy Sakic , 2023-03-03T04:21:24 , "A sto ti pametnjakivici ne radprave to sa Western Union. Ja st arni ne mogu da shvatim toliki bezobrazluk I te podmukle karaktere<br>Ako su ista I poslali ,  nemaju pravo sada nikoga da maltretiraju. Valentina ne treba da nikome polaze racune. Ajde svi redom ispricajte sra vi imate a svi ispitujete Valentinu. E pa da Bog vam bilo kao sto je sada Valentini."
https://www.youtube.com/channel/UCYBroYtwUwQ24xfhOYz2OYw , Durakovic , 2023-03-03T03:30:06 , Mace su preslatke najvise volim onog bjelog macka Ja imam macka zove Dzani 👋👋
https://www.youtube.com/channel/UC3TD3J-DeL-3Rp0d2gCL10Q , Viktorija Dragic , 2023-03-03T00:26:09 , Zdravo kako ste💖
https://www.youtube.com/channel/UCJvABgGX3jBm1MnTH0tnUGw , Matija Ristovic , 2023-03-02T23:55:39 , Niko tebe valentina nesme da napada sram bilo ljude imam jedno pitanje za tebe gde se nalazi selo zaklopaca nisam nikad bio znam za mnoga sela ali za to selo zaklopaca prvi put cujem
https://www.youtube.com/channel/UCKpUeveZr2_IizCu_8CVeBg , Marica Laštro , 2023-03-02T21:58:04 , Najbolje da mu promjenis mjesto za kucicu Onda ce je sigurno prihvatiti😚
https://www.youtube.com/channel/UCfxF6-51l7DFa2UhMN4eoNw , 😺Jeca , 2023-03-02T21:48:28 , 🐕🐕🐕❤️
